date_mesure,geocode_commune,libelle_commune,valeur
2011-01-01T00:00:00.000,31429,Pompertuzat,0.9766233766233764
2016-01-01T00:00:00.000,56122,Loyat,0.8762169680111266
2011-01-01T00:00:00.000,71343,Paris-l'Hôpital,0.9829059829059829
2022-01-01T00:00:00.000,59330,Landas,0.9519003120181584
2011-01-01T00:00:00.000,23232,Saint-Pierre-Bellevue,0.8392857142857119
2022-01-01T00:00:00.000,64415,Navailles-Angos,0.9622115768999054
2022-01-01T00:00:00.000,79124,Les Forges,0.9107142857142855
2016-01-01T00:00:00.000,23167,Sannat,0.9080459770114943
2022-01-01T00:00:00.000,10348,Saint-Lupien,0.968085106382978
2016-01-01T00:00:00.000,70374,Motey-Besuche,0.9791666666666672
2022-01-01T00:00:00.000,01096,Chaveyriat,0.9696752507172193
2011-01-01T00:00:00.000,23015,Azerables,0.8631840796019885
2022-01-01T00:00:00.000,80162,Caix,0.8910061743957863
2022-01-01T00:00:00.000,58149,Luzy,0.8446341688311364
2011-01-01T00:00:00.000,40320,Uchacq-et-Parentis,0.9623430962343096
2011-01-01T00:00:00.000,32233,Marciac,0.8467874794069191
2011-01-01T00:00:00.000,10112,Coussegrey,0.8333333333333323
2011-01-01T00:00:00.000,07126,Lagorce,0.9409368635437885
2016-01-01T00:00:00.000,39476,Saint-Aubin,0.9223560910307896
2011-01-01T00:00:00.000,41014,Beauchêne,0.9078947368421043
2016-01-01T00:00:00.000,36067,Dunet,0.8823529411764706
2016-01-01T00:00:00.000,32354,Sabazan,0.9516129032258065
2016-01-01T00:00:00.000,16127,Empuré,0.9607843137254909
2011-01-01T00:00:00.000,37208,Saint-Avertin,0.921809503578829
2022-01-01T00:00:00.000,82126,Monteils,0.9528288142619105
2011-01-01T00:00:00.000,05169,Sorbiers,0.9230769230769231
2016-01-01T00:00:00.000,33361,Ruch,0.9588477366255144
2016-01-01T00:00:00.000,11043,Bouilhonnac,0.9255319148936166
2022-01-01T00:00:00.000,60491,Pierrefonds,0.9303547963206308
2011-01-01T00:00:00.000,26165,Livron-sur-Drôme,0.8958367804300982
2011-01-01T00:00:00.000,14269,Fierville-les-Parcs,0.9625000000000005
2022-01-01T00:00:00.000,41231,Saint-Viâtre,0.9196581196581196
2022-01-01T00:00:00.000,70387,Noidans-le-Ferroux,0.8939237742875047
2016-01-01T00:00:00.000,54016,Andilly,0.9298245614035107
2011-01-01T00:00:00.000,11102,Couffoulens,0.9233716475095786
2011-01-01T00:00:00.000,81068,Combefa,1.0
2011-01-01T00:00:00.000,73205,Le Pontet,0.9838709677419355
2022-01-01T00:00:00.000,18163,Neuvy-Deux-Clochers,0.9496820649492849
2016-01-01T00:00:00.000,48150,Saint-Flour-de-Mercoire,0.8873239436619719
2016-01-01T00:00:00.000,71245,Jugy,0.9694656488549572
2022-01-01T00:00:00.000,39362,Montmorot,0.8946769095672285
2022-01-01T00:00:00.000,11364,Saint-Polycarpe,0.9135802469135808
