Identifiant;Date de début de version;Date de fin de version;Est la version active;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier;Visibilité;Stopid gtfs/gtfs-rt
2520;2021-11-06;;Oui;2520;Noë Diolé;35240;Le Rheu;48.102477, -1.831154;false;Poteau;Grand public;6-2520
1156;2023-08-01;;Oui;1156;Le Blizz;35238;Rennes;48.131816, -1.65191;true;Abri simple;Grand public;6-1156
2702;2023-01-03;;Oui;2702;Vallon;35206;Noyal-Châtillon-sur-Seiche;48.068446, -1.697578;false;Abri simple;Grand public;6-2702
2523;2018-09-03;;Oui;2523;Mahomat;35240;Le Rheu;48.094073, -1.774088;true;Abri simple;Grand public;6-2523
1157;2023-08-01;;Oui;1157;Gayeulles Piscine;35238;Rennes;48.134935, -1.651955;true;Abri simple;Grand public;6-1157
2709;2025-09-01;;Oui;2709;Louis Texier;35206;Noyal-Châtillon-sur-Seiche;48.044074, -1.661168;true;Abri simple;Grand public;6-2709
2540;2024-09-02;;Oui;2540;Acquêts;35240;Le Rheu;48.096877, -1.798135;true;Abri simple;Grand public;6-2540
1158;2023-08-01;;Oui;1158;Héronière;35238;Rennes;48.135595, -1.656157;true;Abri simple;Grand public;6-1158
2714;2002-01-01;;Oui;2714;Hil-Bintinais;35206;Noyal-Châtillon-sur-Seiche;48.077229, -1.661073;true;Abri simple;Grand public;6-2714
2546;2024-09-02;;Oui;2546;Platanes;35240;Le Rheu;48.102938, -1.798347;true;Abri simple;Grand public;6-2546
1170;2022-10-24;;Oui;1170;Paul Bert;35238;Rennes;48.110002, -1.668988;true;Abri simple;Grand public;6-1170
2716;2022-10-24;;Oui;2716;Petit Beaulieu;35206;Noyal-Châtillon-sur-Seiche;48.068581, -1.665963;true;Poteau;Grand public;6-2716
1173;2025-01-01;;Oui;1173;Pont de Strasbourg;35238;Rennes;48.110053, -1.656137;true;Abri simple;Grand public;6-1173
2719;2022-10-24;;Oui;2719;Petite Saudrais;35206;Noyal-Châtillon-sur-Seiche;48.047013, -1.660972;true;Abri simple;Grand public;6-2719
2609;2022-10-24;;Oui;2609;Val d'Orson;35352;Vern-sur-Seiche;48.064132, -1.623248;true;Abri simple;Grand public;6-2609
1174;2022-10-24;;Oui;1174;Plaine de Baud;35238;Rennes;48.112442, -1.642889;true;Abri simple;Grand public;6-1174
2726;2022-10-03;;Oui;2726;Guyomerais;35206;Noyal-Châtillon-sur-Seiche;48.039669, -1.6767;true;Abri double;Grand public;6-2726
1175;2025-07-07;;Oui;1175;Beaulieu Chimie;35238;Rennes;48.117116, -1.633914;true;Abri simple;Grand public;6-1175
2727;2002-01-01;;Oui;2727;Pont;35206;Noyal-Châtillon-sur-Seiche;48.038457, -1.666545;true;Abri simple;Grand public;6-2727
1178;2022-10-24;;Oui;1178;Beaulieu Cité U;35238;Rennes;48.120832, -1.643865;true;Abri simple;Grand public;6-1178
2734;2025-09-01;;Oui;2734;Deux Rives;35206;Noyal-Châtillon-sur-Seiche;48.034273, -1.663366;true;Abri double;Grand public;6-2734
2627;2002-01-01;;Oui;2627;Vaugon;35352;Vern-sur-Seiche;48.031491, -1.59947;true;Abri simple;Grand public;6-2627
1179;2022-10-24;;Oui;1179;Jeanne d'Arc;35238;Rennes;48.117031, -1.655827;true;Abri simple;Grand public;6-1179
2750;2018-09-03;;Oui;2750;Monts Gaultier;35206;Noyal-Châtillon-sur-Seiche;48.039259, -1.680541;true;Abri double;Grand public;6-2750
2629;2022-10-24;;Oui;2629;Vern Eglise;35352;Vern-sur-Seiche;48.047202, -1.60254;true;Abri simple;Grand public;6-2629
1194;2025-09-01;;Oui;1194;Anatole France;35238;Rennes;48.118171, -1.687186;true;Abri simple;Grand public;6-1194
2756;2022-08-29;;Oui;2756;Abords Rouvray;35206;Noyal-Châtillon-sur-Seiche;48.059638, -1.663628;false;Poteau;Grand public;6-2756
2632;2002-01-01;;Oui;2632;Moulin;35352;Vern-sur-Seiche;48.04812, -1.598608;false;Poteau;Grand public;6-2632
1199;2022-10-24;;Oui;1199;Musset Cité U;35238;Rennes;48.116241, -1.662813;true;Abri simple;Grand public;6-1199
2771;2019-09-02;;Oui;2771;Cours d'A Haut;35206;Noyal-Châtillon-sur-Seiche;48.054926, -1.694164;false;Poteau provisoire;Grand public;6-2771
2635;2002-01-01;;Oui;2635;Croix Malinge;35352;Vern-sur-Seiche;48.038568, -1.602137;true;Abri simple;Grand public;6-2635
1203;2022-10-24;;Oui;1203;Beaulieu - Université;35238;Rennes;48.122306, -1.639178;true;Abri simple;Grand public;6-1203
2813;2024-09-02;;Oui;2813;Haut Trait;35278;Saint-Grégoire;48.147409, -1.686201;true;Abri simple;Grand public;6-2813
2645;2021-05-03;2026-01-04;Oui;2645;Hauts de Gaudon;35352;Vern-sur-Seiche;48.041282, -1.592092;true;Poteau;Grand public;6-2645
1205;2002-01-01;;Oui;1205;Veyettes;35238;Rennes;48.097139, -1.629276;true;Abri simple;Grand public;6-1205
2818;2024-09-02;;Oui;2818;Haut Trait;35278;Saint-Grégoire;48.146993, -1.686108;true;Abri simple;Grand public;6-2818
1210;2022-10-24;;Oui;1210;Cimetière de l'Est;35238;Rennes;48.10431, -1.64971;true;Abri simple;Grand public;6-1210
2824;2024-09-02;;Oui;2824;Vivier Louis;35278;Saint-Grégoire;48.158876, -1.685145;true;Poteau;Grand public;6-2824
2651;2025-09-01;;Oui;2651;Bois de Soeuvres;35352;Vern-sur-Seiche;48.062891, -1.616516;false;Poteau;Grand public;6-2651
1211;2002-01-01;;Oui;1211;Serpette;35238;Rennes;48.103116, -1.652491;true;Poteau;Grand public;6-1211
2830;2024-09-02;;Oui;2830;Grand Quartier;35278;Saint-Grégoire;48.13438, -1.694492;true;Abri simple;Grand public;6-2830
2707;2002-01-01;;Oui;2707;Potiers;35206;Noyal-Châtillon-sur-Seiche;48.040798, -1.6719;true;Abri auvent;Grand public;6-2707
1213;2023-09-04;;Oui;1213;Croix Saint-Hélier;35238;Rennes;48.102902, -1.661415;true;Abri simple;Grand public;6-1213
2838;2022-10-24;;Oui;2838;Alphasis;35278;Saint-Grégoire;48.153793, -1.696901;true;Abri simple;Grand public;6-2838
2711;2025-09-01;;Oui;2711;Croix Fleurie;35206;Noyal-Châtillon-sur-Seiche;48.056673, -1.663739;false;Abri simple;Grand public;6-2711
1214;2025-01-01;;Oui;1214;République;35238;Rennes;48.109925, -1.679705;true;Abri double;Grand public;6-1214
2844;2024-09-02;;Oui;2844;Champ Daguet;35278;Saint-Grégoire;48.155334, -1.67138;true;Abri simple;Grand public;6-2844
2717;2022-10-24;;Oui;2717;Mail Lancé;35206;Noyal-Châtillon-sur-Seiche;48.063685, -1.663907;false;Poteau;Grand public;6-2717
1221;2022-10-24;;Oui;1221;Géniaux;35238;Rennes;48.108859, -1.710789;true;Abri simple;Grand public;6-1221
2913;2025-09-01;;Oui;2913;Cornouaille;35066;Chartres-de-Bretagne;48.034617, -1.699366;true;Abri double;Grand public;6-2913
2718;2025-09-01;;Oui;2718;Croix Fleurie;35206;Noyal-Châtillon-sur-Seiche;48.055983, -1.66417;false;Poteau;Grand public;6-2718
1222;2022-10-24;;Oui;1222;Roazhon Park;35238;Rennes;48.108095, -1.71409;true;Abri simple;Grand public;6-1222
2917;2022-10-24;;Oui;2917;Chartres Centre;35066;Chartres-de-Bretagne;48.04234, -1.706566;true;Abri bâti;Grand public;6-2917
2722;2022-10-24;;Oui;2722;Potiers;35206;Noyal-Châtillon-sur-Seiche;48.040781, -1.672161;true;Abri auvent;Grand public;6-2722
1225;2022-06-13;;Oui;1225;Jardin Moderne;35238;Rennes;48.101905, -1.728276;true;Poteau;Grand public;6-1225
2922;2025-09-01;;Oui;2922;Vieux Bourg;35066;Chartres-de-Bretagne;48.036704, -1.697206;true;Poteau;Grand public;6-2922
2724;2024-09-02;;Oui;2724;Bray;35206;Noyal-Châtillon-sur-Seiche;48.028527, -1.659756;false;Poteau;Grand public;6-2724
1230;2022-06-13;;Oui;1230;Jardin Moderne;35238;Rennes;48.101792, -1.728358;true;Abri simple;Grand public;6-1230
2925;2022-10-24;;Oui;2925;Chaussairie;35066;Chartres-de-Bretagne;48.033547, -1.711898;true;Abri simple;Grand public;6-2925
2725;2022-09-01;;Oui;2725;Guyomerais;35206;Noyal-Châtillon-sur-Seiche;48.039615, -1.676866;true;Poteau;Grand public;6-2725
1246;2002-01-01;;Oui;1246;Cimetière de l'Est;35238;Rennes;48.104357, -1.64925;true;Abri simple;Grand public;6-1246
3007;2025-09-01;;Oui;3007;Loges;35055;Chantepie;48.090463, -1.624012;true;Abri simple;Grand public;6-3007
2728;2002-01-01;;Oui;2728;Centre;35206;Noyal-Châtillon-sur-Seiche;48.04271, -1.666038;true;Abri simple;Grand public;6-2728
1253;2022-10-24;;Oui;1253;Monts d'Arrée;35238;Rennes;48.136707, -1.667553;true;Abri simple;Grand public;6-1253
3020;2022-10-24;;Oui;3020;Val Blanc;35055;Chantepie;48.080725, -1.630512;false;Poteau;Grand public;6-3020
2735;2022-09-01;;Oui;2735;Horizon;35206;Noyal-Châtillon-sur-Seiche;48.041711, -1.663662;false;Poteau;Grand public;6-2735
1257;2022-10-24;;Oui;1257;Morbihan;35238;Rennes;48.132663, -1.667569;true;Abri simple;Grand public;6-1257
3024;2022-10-24;;Oui;3024;Martinière;35352;Vern-sur-Seiche;48.076972, -1.631844;false;Abri simple;Grand public;6-3024
2747;2022-09-01;;Oui;2747;Lotissement du Moulin;35206;Noyal-Châtillon-sur-Seiche;48.041997, -1.656419;false;Abri simple;Grand public;6-2747
1259;2022-10-24;;Oui;1259;Rochester;35238;Rennes;48.129418, -1.663593;true;Abri simple;Grand public;6-1259
3029;2023-09-04;;Oui;3029;Touche Annette;35055;Chantepie;48.085669, -1.607413;true;Poteau;Grand public;6-3029
2753;2018-09-03;;Oui;2753;Abords Launay;35206;Noyal-Châtillon-sur-Seiche;48.052886, -1.68703;false;Poteau;Grand public;6-2753
1264;2022-10-24;;Oui;1264;Pont de Nantes;35238;Rennes;48.102041, -1.684411;true;Abri auvent;Grand public;6-1264
3030;2017-09-04;;Oui;3030;Loges;35055;Chantepie;48.088608, -1.624746;true;Poteau;Grand public;6-3030
2764;2002-01-01;;Oui;2764;Launay Hyon;35206;Noyal-Châtillon-sur-Seiche;48.067247, -1.659266;false;Poteau;Grand public;6-2764
1266;2017-04-18;;Oui;1266;Mermoz;35238;Rennes;48.097121, -1.689056;true;Abri simple;Grand public;6-1266
3033;2024-07-08;;Oui;3033;Breillou;35055;Chantepie;48.098331, -1.621293;true;Poteau;Grand public;6-3033
2772;2022-09-01;;Oui;2772;Cours d'A Haut;35206;Noyal-Châtillon-sur-Seiche;48.054955, -1.694083;false;Poteau;Grand public;6-2772
1267;2016-08-29;;Oui;1267;Félix Eboué;35238;Rennes;48.085711, -1.693874;true;Abri simple;Grand public;6-1267
3035;2024-07-08;;Oui;3035;Landes;35055;Chantepie;48.092466, -1.618178;true;Poteau;Grand public;6-3035
2776;2024-09-02;;Oui;2776;Hil Boëdrier;35206;Noyal-Châtillon-sur-Seiche;48.076347, -1.671382;false;Poteau;Grand public;6-2776
1277;2022-10-24;;Oui;1277;Pont de Nantes;35238;Rennes;48.102109, -1.684093;true;Abri simple;Grand public;6-1277
3041;2016-08-29;;Oui;3041;Maubusson;35055;Chantepie;48.069407, -1.569763;false;Poteau BreizhGo;Grand public;6-3041
2805;2024-09-02;;Oui;2805;Camus;35278;Saint-Grégoire;48.159116, -1.681369;true;Abri simple;Grand public;6-2805
1279;2023-08-01;;Oui;1279;Rectorat;35238;Rennes;48.119465, -1.674354;true;Abri simple;Grand public;6-1279
3105;2022-09-01;;Oui;3105;Pinault;35210;Pacé;48.147629, -1.780956;true;Poteau;Grand public;6-3105
2809;2024-09-02;;Oui;2809;Discalceat;35278;Saint-Grégoire;48.154317, -1.686709;true;Abri simple;Grand public;6-2809
1280;2024-10-14;;Oui;1280;Les Prairies;35238;Rennes;48.121476, -1.670695;true;Abri simple;Grand public;6-1280
1001;2024-09-02;;Oui;1001;Longs Champs;35238;Rennes;48.129051, -1.632576;true;Abri double;Grand public;6-1001
3113;2022-09-01;;Oui;3113;Le Ponant;35210;Pacé;48.143442, -1.770403;true;Abri simple;Grand public;6-3113
2811;2022-10-24;;Oui;2811;Cité des Jardins;35278;Saint-Grégoire;48.151389, -1.691139;true;Abri simple;Grand public;6-2811
1294;2018-05-07;;Oui;1294;Marbeuf;35238;Rennes;48.111297, -1.701276;true;Abri simple;Grand public;6-1294
1005;2024-09-02;;Oui;1005;Mirabeau;35238;Rennes;48.123078, -1.647035;true;Abri double;Grand public;6-1005
3121;2022-10-24;;Oui;3121;Docteur Léon;35210;Pacé;48.149367, -1.78901;false;Poteau;Grand public;6-3121
2812;2024-09-02;;Oui;2812;Forge;35278;Saint-Grégoire;48.150855, -1.685817;true;Abri double;Grand public;6-2812
1295;2017-04-18;;Oui;1295;Berger;35238;Rennes;48.116783, -1.704614;true;Abri simple;Grand public;6-1295
1018;2024-07-08;;Oui;1018;Colombier;35238;Rennes;48.105917, -1.682215;true;Abri simple;Grand public;6-1018
3141;2022-10-24;;Oui;3141;Pont Amelin;35210;Pacé;48.154832, -1.784397;true;Poteau;Grand public;6-3141
2814;2024-09-02;;Oui;2814;CHP Saint-Grégoire;35278;Saint-Grégoire;48.143142, -1.686467;true;Abri double;Grand public;6-2814
1296;2017-04-18;;Oui;1296;Université;35238;Rennes;48.11933, -1.704506;true;Abri simple;Grand public;6-1296
1023;2024-07-08;;Oui;1023;La Criée;35238;Rennes;48.108106, -1.680059;true;Abri double;Grand public;6-1023
3148;2021-09-20;;Oui;3148;Bas Sommier;35210;Pacé;48.130634, -1.794838;false;Poteau;Grand public;6-3148
2815;2024-09-02;;Oui;2815;La Plesse;35278;Saint-Grégoire;48.137081, -1.686391;true;Abri simple;Grand public;6-2815
1297;2022-10-24;;Oui;1297;Villejean-Université;35238;Rennes;48.121935, -1.703712;true;Abri simple;Grand public;6-1297
1027;2022-10-24;;Oui;1027;Hôtel Dieu;35238;Rennes;48.117163, -1.677321;true;Abri simple;Grand public;6-1027
3164;2002-01-01;;Oui;3164;Sorinais;35210;Pacé;48.135578, -1.772121;false;Poteau + Abri communal;Grand public;6-3164
2822;2024-09-02;;Oui;2822;Discalceat;35278;Saint-Grégoire;48.154519, -1.686637;true;Poteau;Grand public;6-2822
1299;2022-10-24;;Oui;1299;Olympe de Gouges;35238;Rennes;48.127917, -1.702743;true;Abri simple;Grand public;6-1299
1030;2024-09-02;;Oui;1030;Guéhenno;35238;Rennes;48.119586, -1.666608;true;Abri simple;Grand public;6-1030
3167;2017-01-02;;Oui;3167;Champalaune;35210;Pacé;48.154571, -1.76381;true;Poteau;Grand public;6-3167
2826;2022-10-24;;Oui;2826;Grand Quartier;35278;Saint-Grégoire;48.135492, -1.69294;true;Abri simple;Grand public;6-2826
1300;2021-08-30;;Oui;1300;Cucillé - Frac;35238;Rennes;48.128585, -1.698912;true;Abri simple;Grand public;6-1300
1044;2024-09-02;;Oui;1044;Pierre Legrand;35238;Rennes;48.122159, -1.685931;true;Abri simple;Grand public;6-1044
3177;2018-09-03;;Oui;3177;La Foucherais;35210;Pacé;48.179654, -1.775143;false;Poteau;Grand public;6-3177
2827;2025-09-01;;Oui;2827;Maison Blanche;35278;Saint-Grégoire;48.149056, -1.656571;true;Abri simple;Grand public;6-2827
1302;2022-10-24;;Oui;1302;Léonard;35238;Rennes;48.131503, -1.691786;true;Abri simple;Grand public;6-1302
1052;2024-09-02;;Oui;1052;République;35238;Rennes;48.109927, -1.678928;true;Abri double;Grand public;6-1052
3180;2021-09-02;;Oui;3180;La Hyptais;35210;Pacé;48.170362, -1.767168;false;Poteau;Grand public;6-3180
2831;2022-10-24;;Oui;2831;Holywell;35278;Saint-Grégoire;48.15366, -1.678778;true;Abri simple;Grand public;6-2831
1307;2024-11-18;;Oui;1307;Villejean-Université;35238;Rennes;48.121728, -1.703944;true;Abri simple;Grand public;6-1307
1071;2024-10-28;;Oui;1071;Haut Sancé;35238;Rennes;48.096238, -1.63689;true;Abri simple;Grand public;6-1071
3202;2002-01-01;;Oui;3202;Frogerais;35208;Orgères;47.97544, -1.651257;false;Abri simple;Grand public;6-3202
2834;2022-10-24;;Oui;2834;Jean-Paul II;35278;Saint-Grégoire;48.159979, -1.677104;true;Abri simple;Grand public;6-2834
1310;2024-07-08;;Oui;1310;Marbeuf;35238;Rennes;48.111298, -1.700864;true;Abri simple;Grand public;6-1310
1076;2015-08-31;;Oui;1076;Monnet;35238;Rennes;48.087974, -1.638428;true;Abri simple;Grand public;6-1076
3211;2023-09-04;;Oui;3211;Groupe Scolaire;35208;Orgères;47.997336, -1.668469;true;Abri double;Grand public;6-3211
2839;2022-10-24;;Oui;2839;Alphasis;35278;Saint-Grégoire;48.154418, -1.696642;true;Abri simple;Grand public;6-2839
1311;2018-05-07;;Oui;1311;Guilloux;35238;Rennes;48.109561, -1.698286;true;Abri simple;Grand public;6-1311
1077;2019-08-18;;Oui;1077;La Poterie;35238;Rennes;48.087413, -1.643405;true;Abri simple;Grand public;6-1077
3216;2024-09-02;;Oui;3216;Plardière;35208;Orgères;48.009525, -1.666212;true;Poteau;Grand public;6-3216
2842;2024-09-02;;Oui;2842;Nobel;35278;Saint-Grégoire;48.158113, -1.672074;true;Abri simple;Grand public;6-2842
1314;2022-10-24;;Oui;1314;IUT;35238;Rennes;48.125105, -1.632939;true;Abri simple;Grand public;6-1314
1116;2022-10-24;;Oui;1116;Saint-Vincent;35238;Rennes;48.112732, -1.66451;true;Abri double;Grand public;6-1116
3217;2024-10-07;;Oui;3217;Levant;35208;Orgères;48.000372, -1.667166;true;Abri simple;Grand public;6-3217
2843;2024-09-02;;Oui;2843;Nobel;35278;Saint-Grégoire;48.158318, -1.672165;true;Poteau;Grand public;6-2843
1319;2022-10-24;;Oui;1319;Domaine;35238;Rennes;48.096995, -1.641624;true;Abri simple;Grand public;6-1319
1126;2023-08-01;;Oui;1126;Garigliano;35238;Rennes;48.096002, -1.681702;true;Abri simple;Grand public;6-1126
3249;2024-09-02;;Oui;3249;Orgerblon;35208;Orgères;48.01484, -1.663949;true;Abri simple;Grand public;6-3249
2846;2024-09-02;;Oui;2846;Ricoquais;35278;Saint-Grégoire;48.159001, -1.676326;true;Poteau;Grand public;6-2846
1323;2016-08-29;;Oui;1323;CARSAT;35238;Rennes;48.095478, -1.6381;true;Abri simple;Grand public;6-1323
1137;2015-08-31;;Oui;1137;Frères Moine;35238;Rennes;48.093616, -1.681816;true;Abri simple;Grand public;6-1137
3258;2023-09-04;;Oui;3258;Haye Longue;35208;Orgères;48.005209, -1.665564;true;Abri simple;Grand public;6-3258
2855;2022-10-24;;Oui;2855;Kerfleury;35278;Saint-Grégoire;48.138352, -1.671846;true;Poteau;Grand public;6-2855
1325;2023-09-04;;Oui;1325;Landry;35238;Rennes;48.099472, -1.646682;true;Abri simple;Grand public;6-1325
1138;2015-08-31;;Oui;1138;Garigliano;35238;Rennes;48.096382, -1.68155;true;Abri simple;Grand public;6-1138
3311;2022-10-24;;Oui;3311;Fouillard;35334;Thorigné-Fouillard;48.160585, -1.585528;true;Abri simple;Grand public;6-3311
2858;2022-10-24;;Oui;2858;Kerfleury;35278;Saint-Grégoire;48.13845, -1.672024;true;Poteau;Grand public;6-2858
1330;2015-08-31;;Oui;1330;Auberge de Jeunesse;35238;Rennes;48.120349, -1.681575;true;Abri simple;Grand public;6-1330
1147;2023-08-01;;Oui;1147;Saint-Vincent;35238;Rennes;48.11266, -1.664358;true;Poteau;Grand public;6-1147
3317;2024-08-02;;Oui;3317;Pâtis du Moulinet;35334;Thorigné-Fouillard;48.141051, -1.573642;true;Abri simple;Grand public;6-3317
2914;2025-09-01;;Oui;2914;Vieux Bourg;35066;Chartres-de-Bretagne;48.037042, -1.697038;true;Abri simple;Grand public;6-2914
1160;2025-01-02;;Oui;1160;Tournebride;35238;Rennes;48.114095, -1.63762;true;Abri double;Grand public;6-1160
3318;2024-08-02;;Oui;3318;Pâtis du Moulinet;35334;Thorigné-Fouillard;48.140913, -1.573407;true;Poteau;Grand public;6-3318
2918;2022-10-24;;Oui;2918;Callouët;35066;Chartres-de-Bretagne;48.041996, -1.710919;true;Poteau;Grand public;6-2918
1356;2024-07-08;2025-11-02;Oui;1356;Galicie;35238;Rennes;48.087464, -1.649823;true;Abri simple;Grand public;6-1356
1165;2025-01-02;;Oui;1165;Paul Bert;35238;Rennes;48.110107, -1.670239;true;Abri simple;Grand public;6-1165
3325;2022-10-24;;Oui;3325;Longrais;35334;Thorigné-Fouillard;48.151648, -1.583406;true;Poteau;Grand public;6-3325
2920;2022-10-24;;Oui;2920;Auditoire;35066;Chartres-de-Bretagne;48.041561, -1.702829;true;Poteau;Grand public;6-2920
1359;2022-10-24;;Oui;1359;Landrel;35238;Rennes;48.091473, -1.655629;true;Abri simple;Grand public;6-1359
1166;2025-01-02;;Oui;1166;Musée Beaux Arts;35238;Rennes;48.109909, -1.675171;true;Abri auvent;Grand public;6-1166
3420;2025-08-11;;Oui;3420;La Porte;35204;Nouvoitou;48.039037, -1.545113;true;Poteau;Grand public;6-3420
2923;2025-09-01;;Oui;2923;Cornouaille;35066;Chartres-de-Bretagne;48.034731, -1.699918;true;Abri simple;Grand public;6-2923
1361;2022-10-24;;Oui;1361;Langevin;35238;Rennes;48.094238, -1.658171;true;Abri simple;Grand public;6-1361
1180;2022-10-24;;Oui;1180;Balzac;35238;Rennes;48.116188, -1.659402;true;Abri simple;Grand public;6-1180
3423;2018-09-03;;Oui;3423;Le Gobigné;35204;Nouvoitou;48.026192, -1.535639;false;Poteau;Grand public;6-3423
2927;2025-09-01;;Oui;2927;Parc de Loisirs;35066;Chartres-de-Bretagne;48.033078, -1.707406;true;Poteau;Grand public;6-2927
1384;2024-07-08;;Oui;1384;Champion de Cicé;35238;Rennes;48.102637, -1.703882;true;Abri simple;Grand public;6-1384
1188;2022-10-24;;Oui;1188;La Salle;35238;Rennes;48.114898, -1.701959;true;Abri simple;Grand public;6-1188
3425;2018-09-03;;Oui;3425;L'Ourmais;35204;Nouvoitou;48.0287, -1.551321;false;Poteau;Grand public;6-3425
2942;2021-09-02;;Oui;2942;Collège Pôle Sud;35066;Chartres-de-Bretagne;48.042032, -1.696207;true;Poteau;Grand public;6-2942
1387;2024-07-08;;Oui;1387;Récipon;35238;Rennes;48.098044, -1.708211;true;Abri simple;Grand public;6-1387
1195;2022-10-24;;Oui;1195;Legraverend;35238;Rennes;48.11766, -1.684834;true;Abri auvent;Grand public;6-1195
3500;2002-01-01;;Oui;3500;Silandière;35189;Montgermont;48.163969, -1.731752;false;Poteau;Grand public;6-3500
3006;2024-07-08;;Oui;3006;Chantepie Mairie;35055;Chantepie;48.08848, -1.619233;true;Abri double;Grand public;6-3006
1393;2024-07-08;;Oui;1393;Récipon;35238;Rennes;48.097807, -1.707617;true;Abri simple;Grand public;6-1393
1197;2022-10-24;;Oui;1197;Sévigné;35238;Rennes;48.116351, -1.673226;true;Abri simple;Grand public;6-1197
3504;2002-01-01;;Oui;3504;Courtines;35189;Montgermont;48.157225, -1.714436;true;Abri simple;Grand public;6-3504
3013;2023-09-04;;Oui;3013;Deux Ruisseaux;35055;Chantepie;48.085807, -1.614693;true;Abri simple;Grand public;6-3013
1398;2024-07-08;;Oui;1398;Voltaire;35238;Rennes;48.105221, -1.698705;true;Abri simple;Grand public;6-1398
1198;2022-10-24;;Oui;1198;George Sand;35238;Rennes;48.116271, -1.668831;true;Abri simple;Grand public;6-1198
3505;2019-10-07;;Oui;3505;Belle Epine;35189;Montgermont;48.155269, -1.710868;true;Abri simple;Grand public;6-3505
3017;2016-08-29;;Oui;3017;EDEFS;35055;Chantepie;48.092569, -1.612783;true;Poteau;Grand public;6-3017
1401;2024-07-08;;Oui;1401;Redon;35238;Rennes;48.105572, -1.687696;true;Abri simple;Grand public;6-1401
1201;2025-05-26;;Oui;1201;Vitré Foulon;35238;Rennes;48.119177, -1.648923;true;Abri simple;Grand public;6-1201
3509;2024-09-02;;Oui;3509;Métrie;35189;Montgermont;48.153003, -1.708893;true;Poteau;Grand public;6-3509
3039;2002-01-01;;Oui;3039;Chevallerais;35055;Chantepie;48.073804, -1.577534;false;Poteau BreizhGo;Grand public;6-3039
1402;2024-07-08;;Oui;1402;Cité Judiciaire;35238;Rennes;48.105635, -1.685227;true;Abri simple;Grand public;6-1402
1202;2022-10-24;;Oui;1202;Beaulieu Cité U;35238;Rennes;48.120592, -1.644215;true;Abri simple;Grand public;6-1202
3510;2024-09-02;;Oui;3510;Belle Epine;35189;Montgermont;48.155629, -1.710777;true;Poteau;Grand public;6-3510
3102;2024-09-02;;Oui;3102;Pie Neuve;35210;Pacé;48.150788, -1.792254;true;Abri simple;Grand public;6-3102
1406;2024-11-26;;Oui;1406;Les Gayeulles;35238;Rennes;48.130311, -1.656455;true;Abri simple;Grand public;6-1406
1204;2022-10-24;;Oui;1204;Beaulieu INSA;35238;Rennes;48.119095, -1.635089;true;Abri simple;Grand public;6-1204
3515;2024-09-02;;Oui;3515;Silandière;35189;Montgermont;48.162758, -1.730581;false;Poteau;Grand public;6-3515
3103;2024-09-02;;Oui;3103;Docteur Léon;35210;Pacé;48.149205, -1.788877;false;Abri simple;Grand public;6-3103
1409;2020-12-02;;Oui;1409;Joliot-Curie;35238;Rennes;48.126814, -1.653327;true;Abri simple;Grand public;6-1409
1208;2022-10-24;;Oui;1208;Saint-Saëns;35238;Rennes;48.104159, -1.637817;true;Abri simple;Grand public;6-1208
3604;2022-10-24;;Oui;3604;La Noë;35216;Parthenay-de-Bretagne;48.19126, -1.824545;true;Abri simple;Grand public;6-3604
3107;2022-10-24;;Oui;3107;Renan;35210;Pacé;48.151205, -1.777461;true;Abri simple;Grand public;6-3107
1412;2022-10-24;;Oui;1412;Cours Kennedy;35238;Rennes;48.121362, -1.707767;true;Abri simple;Grand public;6-1412
1209;2023-09-04;;Oui;1209;Pavie;35238;Rennes;48.104996, -1.644575;true;Abri simple;Grand public;6-1209
3612;2019-09-02;;Oui;3612;Placis de la Touche;35216;Parthenay-de-Bretagne;48.189961, -1.820133;false;Poteau;Grand public;6-3612
3110;2022-09-01;;Oui;3110;Carré Dumaine;35210;Pacé;48.145734, -1.770752;true;Abri simple;Grand public;6-3110
1426;2022-10-24;;Oui;1426;Bellangerais;35238;Rennes;48.132138, -1.672652;true;Abri simple;Grand public;6-1426
1220;2024-07-08;;Oui;1220;Kerviler;35238;Rennes;48.109245, -1.70663;true;Abri simple;Grand public;6-1220
3701;2018-09-03;;Oui;3701;Etang de la Motte;35275;Saint-Gilles;48.153964, -1.871463;false;Abri bâti;Grand public;6-3701
3116;2022-10-24;;Oui;3116;Duchesse Anne;35210;Pacé;48.15094, -1.771887;true;Abri double;Grand public;6-3116
1447;2023-08-01;;Oui;1447;Henri Fréville;35238;Rennes;48.087198, -1.675065;true;Abri simple;Grand public;6-1447
1233;2018-09-03;;Oui;1233;Lemaistre;35238;Rennes;48.107026, -1.721591;true;Abri auvent;Grand public;6-1233
3705;2025-01-20;;Oui;3705;Saint-Gilles Centre;35275;Saint-Gilles;48.15296, -1.829787;false;Abri auvent;Grand public;6-3705
3119;2024-09-02;;Oui;3119;Pinault;35210;Pacé;48.147456, -1.781147;true;Abri simple;Grand public;6-3119
1454;2025-09-01;;Oui;1454;Bréquigny Piscine;35238;Rennes;48.089581, -1.691241;true;Abri simple;Grand public;6-1454
1235;2022-10-24;;Oui;1235;Géniaux;35238;Rennes;48.108917, -1.709604;true;Abri double;Grand public;6-1235
