Identifiant;Date de début de version;Date de fin de version;Est la version active;Code;Nom;Commune (code INSEE);Commune (nom);Coordonnées;Accessible aux PMR;Mobilier;Visibilité;Stopid gtfs/gtfs-rt
3770;2015-07-02;;Oui;3770;Champs Bleus;35353;Vezin-le-Coquet;48.119043, -1.749836;true;Abri simple;Grand public;6-3770
8004;2021-01-04;;Oui;8004;star't Saint-Grégoire;35278;Saint-Grégoire;48.16018, -1.688851;false;Abri simple;Grand public;6-8004
3801;2024-09-02;;Oui;3801;Centre de Loisirs;35032;Bourgbarré;47.990099, -1.613979;true;Abri double;Grand public;6-3801
8006;2021-01-04;;Oui;8006;star't Cesson - Viasilva;35051;Cesson-Sévigné;48.135226, -1.623032;false;Abri simple;Grand public;6-8006
3810;2002-01-01;;Oui;3810;Moc Souris;35032;Bourgbarré;47.960018, -1.632441;false;Abri simple;Grand public;6-3810
3811;2017-09-04;;Oui;3811;Sept Fours;35032;Bourgbarré;47.95925, -1.637301;false;Poteau;Grand public;6-3811
3824;2022-09-01;;Oui;3824;Le Rocher;35032;Bourgbarré;48.001407, -1.608628;false;Abri simple;Grand public;6-3824
3854;2022-10-24;;Oui;3854;Mordelles Lilas;35196;Mordelles;48.075821, -1.842141;true;Abri simple;Grand public;6-3854
3863;2022-10-24;;Oui;3863;Mordelles Lilas;35196;Mordelles;48.075887, -1.842248;true;Abri simple;Grand public;6-3863
9038;2023-06-01;;Oui;9038;Liberté Ev;35238;Rennes;48.107537, -1.676726;false;;Grand public;6-9038
3879;2022-09-01;;Oui;3879;Ville Noublée;35196;Mordelles;48.086488, -1.854118;false;Poteau;Grand public;6-3879
9151;2019-05-26;;Oui;9151;Liberté Ev;35238;Rennes;48.107531, -1.678653;false;;Grand public;6-9151
3902;2021-09-02;;Oui;3902;Caliorne;35363;Pont-Péan;48.006505, -1.698598;true;Abri simple;Grand public;6-3902
9152;2022-10-24;;Oui;9152;Beaulieu - Université Ev;35238;Rennes;48.121699, -1.640951;false;;Grand public;6-9152
3906;2021-09-02;;Oui;3906;Rivaudière;35363;Pont-Péan;48.013675, -1.707553;true;Abri double;Grand public;6-3906
9244;2025-09-01;2025-12-19;Oui;9244;Villebois-Mareuil;35238;Rennes;48.100209, -1.65047;false;Poteau provisoire;Grand public;6-9244
3912;2024-09-02;;Oui;3912;Pont-Péan Mairie;35363;Pont-Péan;48.010596, -1.706717;true;Poteau;Grand public;6-3912
3915;2024-09-02;;Oui;3915;Caliorne;35363;Pont-Péan;48.006296, -1.698633;true;Poteau;Grand public;6-3915
4013;2023-11-13;;Oui;4013;Verdaudais;35001;Acigné;48.13723, -1.532835;true;Abri simple;Grand public;6-4013
4020;2022-10-24;;Oui;4020;Botrel;35001;Acigné;48.140192, -1.527234;true;Poteau;Grand public;6-4020
4051;2024-07-08;;Oui;4051;Bersandières;35059;La Chapelle-des-Fougeretz;48.17714, -1.726466;false;Abri provisoire;Grand public;6-4051
4059;2024-09-02;;Oui;4059;La Chapelle Centre;35059;La Chapelle-des-Fougeretz;48.176698, -1.732725;true;Poteau;Grand public;6-4059
4060;2024-09-02;;Oui;4060;Métairie;35059;La Chapelle-des-Fougeretz;48.179251, -1.729295;true;Poteau;Grand public;6-4060
4062;2024-01-08;;Oui;4062;La Brosse;35059;La Chapelle-des-Fougeretz;48.176735, -1.722081;true;Abri simple;Grand public;6-4062
4078;2023-09-04;;Oui;4078;Confortland;35059;La Chapelle-des-Fougeretz;48.188604, -1.727382;true;Poteau;Grand public;6-4078
4103;2002-01-01;;Oui;4103;Place de Kildare;35088;Corps-Nuds;47.977794, -1.585033;true;Abri simple;Grand public;6-4103
4108;2022-10-24;;Oui;4108;Chêne Hervé;35088;Corps-Nuds;47.981834, -1.588406;false;Poteau;Grand public;6-4108
4111;2002-01-01;;Oui;4111;Huberdières;35088;Corps-Nuds;47.982641, -1.580189;false;Poteau;Grand public;6-4111
4112;2019-09-02;;Oui;4112;Corps-Nuds Gare;35088;Corps-Nuds;47.98553, -1.576064;true;Abri simple;Grand public;6-4112
4113;2024-09-02;;Oui;4113;Grands Sillons;35088;Corps-Nuds;47.987922, -1.590183;true;Poteau;Grand public;6-4113
4154;2002-01-01;;Oui;4154;Provence;35039;Brécé;48.107487, -1.482946;true;Abri simple;Grand public;6-4154
4156;2022-10-24;;Oui;4156;Pâtis;35039;Brécé;48.109382, -1.502333;true;Abri simple;Grand public;6-4156
4157;2002-01-01;;Oui;4157;Pâtis;35039;Brécé;48.109264, -1.503211;true;Poteau;Grand public;6-4157
4301;2002-01-01;;Oui;4301;Hautière;35131;L'Hermitage;48.122931, -1.821611;false;Abri simple;Grand public;6-4301
4306;2002-01-01;;Oui;4306;Clairefontaine;35131;L'Hermitage;48.123182, -1.806166;true;Abri simple;Grand public;6-4306
4308;2024-09-02;;Oui;4308;Village;35131;L'Hermitage;48.125061, -1.813048;true;Poteau;Grand public;6-4308
4352;2024-11-12;;Oui;4352;Champ Mulon;35266;Saint-Erblon;48.018817, -1.657553;true;Abri simple;Grand public;6-4352
4354;2024-09-02;;Oui;4354;Paul Féval;35266;Saint-Erblon;48.017754, -1.654402;true;Poteau;Grand public;6-4354
4359;2025-09-01;;Oui;4359;Leuzières;35266;Saint-Erblon;48.023628, -1.655199;true;Abri provisoire;Grand public;6-4359
4363;2024-09-02;;Oui;4363;Alexandre Gilois;35266;Saint-Erblon;48.016323, -1.651341;true;Poteau;Grand public;6-4363
4367;2021-09-02;;Oui;4367;Douazel;35266;Saint-Erblon;48.020425, -1.632019;false;Poteau;Grand public;6-4367
4381;2024-11-12;;Oui;4381;Collège Saint-Paul;35266;Saint-Erblon;48.018026, -1.661279;true;Non matérialisé;Grand public;6-4381
4385;2025-09-22;;Oui;4385;Simone Marchand;35266;Saint-Erblon;48.020444, -1.652844;true;Poteau;Grand public;6-4385
4404;2002-01-01;;Oui;4404;Monbusson;35351;Le Verger;48.069144, -1.943388;false;Abri simple;Grand public;6-4404
4457;2024-09-02;;Oui;4457;Clayes Centre;35081;Clayes;48.176288, -1.85246;true;Poteau;Grand public;6-4457
4460;2002-01-01;;Oui;4460;La Cour aux Pages;35081;Clayes;48.178019, -1.852801;true;Abri simple;Grand public;6-4460
4506;2021-09-02;;Oui;4506;Beauvais;35120;Gévezé;48.217537, -1.79112;true;Abri simple;Grand public;6-4506
4525;2022-09-01;;Oui;4525;Vieux Moulin;35120;Gévezé;48.219983, -1.7875;false;Poteau;Grand public;6-4525
4609;2022-10-24;;Oui;4609;Chopinais;35079;Chevaigné;48.199144, -1.627525;false;Poteau;Grand public;6-4609
4653;2022-10-24;;Oui;4653;Saint-Melaine;35080;Cintré;48.103328, -1.869526;true;Abri double;Grand public;6-4653
4654;2022-10-24;;Oui;4654;Saint-Melaine;35080;Cintré;48.103471, -1.869413;true;Poteau;Grand public;6-4654
4657;2021-09-02;;Oui;4657;Belle Arrivée;35080;Cintré;48.102369, -1.894897;false;Poteau;Grand public;6-4657
4666;2021-09-02;;Oui;4666;Richeudais;35080;Cintré;48.096693, -1.886727;false;Poteau;Grand public;6-4666
4668;2002-01-01;;Oui;4668;Les Bordes;35080;Cintré;48.11265, -1.892139;false;Poteau;Grand public;6-4668
4670;2022-10-24;;Oui;4670;Chêne Vert;35080;Cintré;48.104952, -1.872684;true;Poteau;Grand public;6-4670
4671;2023-09-04;;Oui;4671;Clos de la Vallée;35080;Cintré;48.103846, -1.879138;true;Abri simple;Grand public;6-4671
4704;2024-09-02;;Oui;4704;Laillé Eglise;35139;Laillé;47.978084, -1.720466;true;Abri simple;Grand public;6-4704
4717;2020-09-01;;Oui;4717;Boulais Pochetière;35139;Laillé;47.95562, -1.701021;false;Poteau;Grand public;6-4717
4727;2023-01-30;;Oui;4727;La Feutelais;35139;Laillé;47.968975, -1.708507;false;Poteau;Grand public;6-4727
4746;2024-09-02;;Oui;4746;Martigné;35139;Laillé;48.001335, -1.724358;false;Abri simple;Grand public;6-4746
4752;2024-09-02;;Oui;4752;Rouesnais Nord;35139;Laillé;47.968624, -1.744424;false;Poteau;Grand public;6-4752
4763;2024-09-02;;Oui;4763;Le Plessix Mandon;35139;Laillé;47.945974, -1.679771;false;;Grand public;6-4763
4770;2024-09-02;;Oui;4770;Laillé Collège;35139;Laillé;47.982174, -1.715704;false;;Grand public;6-4770
4803;2022-10-24;;Oui;4803;Sévignière;35022;Bécherel;48.299796, -1.939198;false;Abri auvent;Grand public;6-4803
4804;2014-01-02;;Oui;4804;Bécherel Ecole;35022;Bécherel;48.295814, -1.945629;false;Non matérialisé;Grand public;6-4804
4805;2022-09-01;;Oui;4805;Bécherel Ecole;35022;Bécherel;48.296931, -1.943942;true;Poteau;Grand public;6-4805
4850;2022-10-24;;Oui;4850;Chapelle-Chaussée;35058;La Chapelle-Chaussée;48.271961, -1.856918;true;Abri simple;Grand public;6-4850
4901;2022-10-24;;Oui;4901;Langan Bourg;35144;Langan;48.245411, -1.854087;true;Abri simple;Grand public;6-4901
4905;2016-08-29;;Oui;4905;Rouaudière;35144;Langan;48.234302, -1.843947;false;Poteau;Grand public;6-4905
6003;2024-09-02;;Oui;6003;Romillé Mairie;35245;Romillé;48.214818, -1.892422;true;Poteau;Grand public;6-6003
6026;2025-09-01;;Oui;6026;La Couplais;35245;Romillé;48.233941, -1.875369;false;Poteau;Grand public;6-6026
9018;2002-01-01;;Oui;9018;République;35238;Rennes;48.110252, -1.680235;false;;Grand public;6-9018
9033;2022-09-20;;Oui;9033;Henri Fréville;35238;Rennes;48.088368, -1.674556;false;;Grand public;6-9033
9036;2022-10-28;;Oui;9036;République Jaurès;35238;Rennes;48.110053, -1.677744;true;;Grand public;6-9036
9098;2002-01-01;;Oui;9098;Anatole France Ev;35238;Rennes;48.118426, -1.688235;false;;Grand public;6-9098
9148;2002-01-01;;Oui;9148;Pasteur Ev;35047;Bruz;48.023056, -1.735734;false;;Grand public;6-9148
9149;2002-01-01;;Oui;9149;Pasteur Ev;35047;Bruz;48.022951, -1.735792;false;;Grand public;6-9149
9153;2019-10-15;;Oui;9153;Trois Croix;35238;Rennes;48.128105, -1.682941;false;;Grand public;6-9153
9154;2019-10-15;;Oui;9154;Trois Croix;35238;Rennes;48.127297, -1.683093;false;;Grand public;6-9154
9239;2024-07-08;;Oui;9239;Triangle;35238;Rennes;48.0865, -1.661641;true;Poteau provisoire;Grand public;6-9239
1008;2024-09-02;;Oui;1008;Painlevé;35238;Rennes;48.123195, -1.660232;true;Abri simple;Grand public;6-1008
1031;2024-09-02;;Oui;1031;Metz Volney;35238;Rennes;48.122002, -1.662166;true;Abri simple;Grand public;6-1031
1033;2024-09-02;;Oui;1033;Assomption;35238;Rennes;48.121263, -1.654975;true;Abri double;Grand public;6-1033
1038;2024-09-02;;Oui;1038;Bouzat;35238;Rennes;48.128218, -1.637089;true;Abri simple;Grand public;6-1038
1039;2024-09-02;;Oui;1039;Longs Champs;35238;Rennes;48.129013, -1.63236;true;Abri simple;Grand public;6-1039
1040;2024-09-02;;Oui;1040;Donelière;35238;Rennes;48.129874, -1.684309;true;Abri simple;Grand public;6-1040
1047;2024-09-02;;Oui;1047;La Touche;35238;Rennes;48.116099, -1.691294;true;Abri simple;Grand public;6-1047
1050;2024-11-18;;Oui;1050;Les Lices;35238;Rennes;48.111647, -1.686999;true;Abri simple;Grand public;6-1050
1063;2022-10-24;;Oui;1063;Monsieur Vincent;35238;Rennes;48.09272, -1.647465;true;Abri simple;Grand public;6-1063
1065;2019-09-02;;Oui;1065;La Poterie;35238;Rennes;48.08762, -1.643961;true;Abri simple;Grand public;6-1065
1067;2019-08-18;;Oui;1067;Bourgueil;35238;Rennes;48.089472, -1.635264;true;Abri simple;Grand public;6-1067
1068;2019-08-18;;Oui;1068;Gohier;35238;Rennes;48.092067, -1.636471;true;Abri simple;Grand public;6-1068
1070;2019-08-18;;Oui;1070;CARSAT;35238;Rennes;48.094512, -1.637884;true;Abri simple;Grand public;6-1070
1072;2022-10-24;;Oui;1072;CARSAT;35238;Rennes;48.094902, -1.637996;true;Abri simple;Grand public;6-1072
1080;2015-08-31;;Oui;1080;Calmette;35238;Rennes;48.095962, -1.651567;false;Abri auvent;Grand public;6-1080
1088;2025-01-06;;Oui;1088;Liberté;35238;Rennes;48.107381, -1.674952;false;Abri simple;Grand public;6-1088
1090;2025-09-01;;Oui;1090;République;35238;Rennes;48.109526, -1.677947;true;Abri simple;Grand public;6-1090
1093;2024-09-02;;Oui;1093;Horizons;35238;Rennes;48.111743, -1.689677;true;Abri simple;Grand public;6-1093
1100;2024-09-02;;Oui;1100;Cimetière Nord;35238;Rennes;48.124557, -1.681716;true;Abri auvent;Grand public;6-1100
1102;2024-09-02;;Oui;1102;Donelière;35238;Rennes;48.131161, -1.684497;true;Abri auvent;Grand public;6-1102
1105;2022-10-24;;Oui;1105;Héronière;35238;Rennes;48.1355, -1.655711;true;Abri simple;Grand public;6-1105
1106;2022-10-24;;Oui;1106;Gayeulles Piscine;35238;Rennes;48.134244, -1.652208;true;Abri simple;Grand public;6-1106
1107;2022-10-24;;Oui;1107;Le Blizz;35238;Rennes;48.130831, -1.652111;true;Abri double;Grand public;6-1107
1117;2022-10-24;;Oui;1117;Châteaudun;35238;Rennes;48.112528, -1.666797;true;Poteau;Grand public;6-1117
1120;2024-07-08;;Oui;1120;République;35238;Rennes;48.109952, -1.677941;true;Abri simple;Grand public;6-1120
1121;2025-09-01;;Oui;1121;Charles de Gaulle;35238;Rennes;48.106049, -1.677802;true;Abri simple;Grand public;6-1121
1134;2021-11-08;;Oui;1134;Canada;35238;Rennes;48.085244, -1.682269;true;Abri double;Grand public;6-1134
1135;2015-08-31;;Oui;1135;Suède;35238;Rennes;48.088105, -1.682159;true;Abri simple;Grand public;6-1135
1136;2015-08-31;;Oui;1136;Champs Manceaux;35238;Rennes;48.091103, -1.682008;true;Abri double;Grand public;6-1136
1141;2023-02-27;;Oui;1141;Ginguené;35238;Rennes;48.099786, -1.67576;true;Poteau;Grand public;6-1141
1143;2025-01-01;;Oui;1143;Charles de Gaulle;35238;Rennes;48.106104, -1.677568;true;Abri simple;Grand public;6-1143
1148;2023-08-01;;Oui;1148;Oberthur;35238;Rennes;48.11342, -1.661245;true;Abri simple;Grand public;6-1148
1151;2023-08-01;;Oui;1151;Vitré Danton;35238;Rennes;48.118741, -1.651562;true;Abri auvent;Grand public;6-1151
1177;2022-10-24;;Oui;1177;Beaulieu - Université;35238;Rennes;48.122314, -1.639598;true;Abri double;Grand public;6-1177
1184;2022-10-24;;Oui;1184;Dinan;35238;Rennes;48.117225, -1.681512;true;Abri auvent;Grand public;6-1184
1186;2024-11-18;;Oui;1186;Anatole France;35238;Rennes;48.118577, -1.688197;true;Abri simple;Grand public;6-1186
1192;2022-10-24;;Oui;1192;La Salle;35238;Rennes;48.114999, -1.701423;true;Abri simple;Grand public;6-1192
1196;2022-10-24;;Oui;1196;Dinan;35238;Rennes;48.117184, -1.682271;true;Abri simple;Grand public;6-1196
1219;2024-07-08;;Oui;1219;Papeteries;35238;Rennes;48.108278, -1.703774;true;Abri simple;Grand public;6-1219
1242;2025-01-02;;Oui;1242;République;35238;Rennes;48.109765, -1.679475;true;Abri double;Grand public;6-1242
1243;2023-09-04;;Oui;1243;Croix Saint-Hélier;35238;Rennes;48.10247, -1.661;true;Abri simple;Grand public;6-1243
1244;2002-01-01;;Oui;1244;Mouézy;35238;Rennes;48.102231, -1.655041;true;Abri simple;Grand public;6-1244
1245;2022-10-24;;Oui;1245;Serpette;35238;Rennes;48.103198, -1.652557;true;Abri simple;Grand public;6-1245
1268;2016-08-29;;Oui;1268;Boberil;35238;Rennes;48.083743, -1.693637;true;Poteau;Grand public;6-1268
1270;2022-10-24;;Oui;1270;Félix Eboué;35238;Rennes;48.08581, -1.694099;true;Abri double;Grand public;6-1270
1291;2022-10-24;;Oui;1291;IUT;35238;Rennes;48.125117, -1.633145;true;Abri simple;Grand public;6-1291
1292;2024-07-08;;Oui;1292;Beaulieu - Université;35238;Rennes;48.121975, -1.638438;true;Poteau;Grand public;6-1292
1308;2002-01-01;;Oui;1308;Université;35238;Rennes;48.118907, -1.704728;true;Abri simple;Grand public;6-1308
1322;2025-09-01;;Oui;1322;Sauvaie;35238;Rennes;48.094287, -1.634616;true;Abri simple;Grand public;6-1322
1328;2024-09-02;;Oui;1328;Lycée Mendès France;35238;Rennes;48.132964, -1.685248;true;Abri double;Grand public;6-1328
1329;2015-08-31;;Oui;1329;Lenoir;35238;Rennes;48.121567, -1.683258;true;Abri simple;Grand public;6-1329
1338;2015-08-31;;Oui;1338;Leray;35238;Rennes;48.095, -1.661617;true;Abri auvent;Grand public;6-1338
1339;2015-08-31;;Oui;1339;Langevin;35238;Rennes;48.094681, -1.6586;true;Abri simple;Grand public;6-1339
1340;2022-10-24;;Oui;1340;Gide;35238;Rennes;48.091976, -1.65849;true;Abri simple;Grand public;6-1340
1364;2015-08-31;;Oui;1364;Bigot de Préameneu;35238;Rennes;48.098037, -1.667119;true;Abri simple;Grand public;6-1364
1366;2015-08-31;;Oui;1366;Châtillon;35238;Rennes;48.097793, -1.670948;true;Abri simple;Grand public;6-1366
1370;2022-10-24;;Oui;1370;Lenoir;35238;Rennes;48.121959, -1.68349;true;Abri auvent;Grand public;6-1370
1373;2022-10-24;;Oui;1373;Hôtel de Région;35238;Rennes;48.135248, -1.65936;true;Poteau;Grand public;6-1373
1374;2022-10-24;;Oui;1374;Longs Prés;35238;Rennes;48.133147, -1.65694;true;Abri simple;Grand public;6-1374
1376;2024-07-08;;Oui;1376;Europe;35238;Rennes;48.128559, -1.657191;true;Abri simple;Grand public;6-1376
1377;2022-10-24;;Oui;1377;Trégain;35238;Rennes;48.126799, -1.658595;true;Abri double;Grand public;6-1377
1382;2024-07-08;;Oui;1382;Voltaire;35238;Rennes;48.10508, -1.698787;true;Abri simple;Grand public;6-1382
1385;2024-07-08;;Oui;1385;Cleunay;35238;Rennes;48.100868, -1.707067;true;Abri simple;Grand public;6-1385
1389;2024-07-08;;Oui;1389;Clinique La Sagesse;35238;Rennes;48.101243, -1.711797;true;Poteau;Grand public;6-1389
1392;2024-07-08;;Oui;1392;Montand;35238;Rennes;48.099889, -1.711166;true;Abri simple;Grand public;6-1392
1395;2024-07-08;;Oui;1395;Cleunay;35238;Rennes;48.100986, -1.706973;true;Abri double;Grand public;6-1395
1396;2024-07-08;;Oui;1396;Champion de Cicé;35238;Rennes;48.102203, -1.705012;true;Abri double;Grand public;6-1396
1417;2002-01-01;;Oui;1417;Les Arts;35238;Rennes;48.111176, -1.712895;true;Abri simple;Grand public;6-1417
1421;2002-01-01;;Oui;1421;Chambre Agriculture;35238;Rennes;48.114615, -1.715452;true;Abri auvent;Grand public;6-1421
1422;2015-07-02;;Oui;1422;Merlin;35238;Rennes;48.116267, -1.711298;true;Abri simple;Grand public;6-1422
1439;2002-01-01;;Oui;1439;Bourgeois;35238;Rennes;48.098248, -1.655114;true;Abri simple;Grand public;6-1439
1443;2022-10-24;;Oui;1443;Binquenais Collège;35238;Rennes;48.091616, -1.662477;true;Abri simple;Grand public;6-1443
1445;2023-08-01;;Oui;1445;Clemenceau;35238;Rennes;48.093128, -1.674662;true;Abri simple;Grand public;6-1445
1449;2022-10-24;;Oui;1449;Norvège;35238;Rennes;48.086859, -1.683109;true;Abri simple;Grand public;6-1449
1453;2016-08-29;;Oui;1453;Pigeon Blanc;35281;Saint-Jacques-de-la-Lande;48.089788, -1.692985;true;Abri simple;Grand public;6-1453
1463;2016-08-29;;Oui;1463;Binquenais Collège;35238;Rennes;48.091335, -1.663099;true;Abri simple;Grand public;6-1463
1465;2022-10-24;;Oui;1465;Triangle;35238;Rennes;48.086117, -1.661119;true;Abri simple;Grand public;6-1465
1468;2023-09-04;2025-11-02;Oui;1468;La Poterie;35238;Rennes;48.087387, -1.645337;true;Abri simple;Grand public;6-1468
1470;2024-05-02;;Oui;1470;Villebois-Mareuil;35238;Rennes;48.100844, -1.651034;true;Abri simple;Grand public;6-1470
1480;2022-10-24;;Oui;1480;ZA Saint-Sulpice;35238;Rennes;48.131992, -1.634905;true;Abri simple;Grand public;6-1480
1496;2025-09-01;;Oui;1496;The Land;35238;Rennes;48.132167, -1.709277;true;Abri double;Grand public;6-1496
1498;2022-10-24;;Oui;1498;Petit Champeaux;35238;Rennes;48.116645, -1.724009;true;Poteau;Grand public;6-1498
1506;2022-10-24;;Oui;1506;Berthault;35238;Rennes;48.106758, -1.730303;true;Abri simple;Grand public;6-1506
1517;2022-10-24;;Oui;1517;Berry;35238;Rennes;48.118565, -1.713574;true;Abri auvent;Grand public;6-1517
1518;2022-10-24;;Oui;1518;Bourbonnais;35238;Rennes;48.120586, -1.710601;true;Abri simple;Grand public;6-1518
1523;2024-07-08;;Oui;1523;Primauguet;35238;Rennes;48.114277, -1.649101;true;Abri simple;Grand public;6-1523
1527;2024-07-08;;Oui;1527;Primauguet;35238;Rennes;48.114569, -1.649988;true;Abri auvent;Grand public;6-1527
1534;2022-10-24;;Oui;1534;Henri Fréville;35238;Rennes;48.088589, -1.674399;true;Abri double;Grand public;6-1534
1537;2024-09-02;;Oui;1537;Léonard;35238;Rennes;48.131596, -1.69166;true;Abri simple;Grand public;6-1537
1540;2022-10-24;2025-11-02;Oui;1540;Pont de Bretagne;35238;Rennes;48.110001, -1.68519;true;Abri platine;Grand public;6-1540
1542;2022-10-24;;Oui;1542;Pont de Bretagne;35238;Rennes;48.109924, -1.685367;true;Poteau;Grand public;6-1542
1543;2022-10-24;;Oui;1543;Léonard;35238;Rennes;48.131322, -1.691874;true;Abri simple;Grand public;6-1543
1552;2023-08-01;;Oui;1552;Place Pasteur;35238;Rennes;48.110627, -1.673478;true;Abri auvent;Grand public;6-1552
1556;2022-10-24;;Oui;1556;République;35238;Rennes;48.109394, -1.677653;true;Abri auvent;Grand public;6-1556
1560;2022-10-24;;Oui;1560;Bourgeois;35238;Rennes;48.09776, -1.656739;true;Abri simple;Grand public;6-1560
1565;2020-11-23;;Oui;1565;Lycée Basch;35238;Rennes;48.12532, -1.692442;false;Abri simple;Grand public;6-1565
1571;2025-09-01;;Oui;1571;Coeur de Courrouze;35238;Rennes;48.09827, -1.699454;true;Abri simple;Grand public;6-1571
1573;2025-01-01;;Oui;1573;Mermoz;35238;Rennes;48.09706, -1.690258;true;Abri simple;Grand public;6-1573
1575;2025-09-01;;Oui;1575;Gares;35238;Rennes;48.103768, -1.671317;false;Non matérialisé;Grand public;6-1575
1586;2018-09-01;;Oui;1586;Beauregard;35238;Rennes;48.131507, -1.694506;true;;Grand public;6-1586
1588;2016-08-29;;Oui;1588;Jules Maniez;35238;Rennes;48.098153, -1.703651;true;Abri simple;Grand public;6-1588
1605;2025-01-02;;Oui;1605;Pont de Strasbourg;35238;Rennes;48.110143, -1.656484;true;Abri double;Grand public;6-1605
1609;2024-02-12;;Oui;1609;Tournebride;35238;Rennes;48.114205, -1.636509;true;Abri simple;Grand public;6-1609
1611;2024-07-08;;Oui;1611;Redon;35238;Rennes;48.105382, -1.688365;true;Abri simple;Grand public;6-1611
1615;2025-01-01;;Oui;1615;République;35238;Rennes;48.109803, -1.678283;true;Non matérialisé;Grand public;6-1615
1617;2022-10-24;;Oui;1617;Longs Champs Est;35238;Rennes;48.129097, -1.630137;true;Abri simple;Grand public;6-1617
1631;2014-09-01;;Oui;1631;ZA Saint-Sulpice;35238;Rennes;48.132369, -1.636204;true;Abri simple;Grand public;6-1631
